evidence_id,source_id,source_region,source_hemisphere,subgroup,measurement,direction,effect_statistic,effect,ci95_lower,ci95_upper,uncertainty,population,medication,stage,source_locator,interpretation
S09_medial,S09,medial grouped nuclei,bilateral,established schizophrenia vs controls,FreeSurfer six bilateral thalamic groups; age/sex/eTIV adjusted,lower,group_ANCOVA_then_posthoc,,,,omnibusFDRp=.042;SCZ-HCp=.003,137 controls;66 ARMS;89 FEP;126 established schizophrenia,mixed; clinical covariates separately,ARMS/FEP/established schizophrenia separated,Results; Figure 2; Supplementary Table S3,"Medial also lower in ARMS/FEP; lateral reduction limited to established schizophrenia. Six groups, not exact AAL3 subnuclei."
S09_pulvinar,S09,pulvinar grouped nuclei,bilateral,established schizophrenia vs controls,FreeSurfer six bilateral thalamic groups; age/sex/eTIV adjusted,no_detected_difference,group_ANCOVA_then_posthoc,,,,omnibus group comparison not significant,137 controls;66 ARMS;89 FEP;126 established schizophrenia,mixed; clinical covariates separately,ARMS/FEP/established schizophrenia separated,Results; Figure 2; Supplementary Table S3,"Medial also lower in ARMS/FEP; lateral reduction limited to established schizophrenia. Six groups, not exact AAL3 subnuclei."
S08_MDm,S08,mediodorsal/pulvinar,bilateral,diagnostic group,Bayesian segmentation of 25 thalamic nuclei from T1 MRI,lower,significant_volume_difference_qualitative,,,,effect/CI not extracted from accessible abstract,334 SSD;322 bipolar;826 controls; SSD results retained,mixed; medication associations explored,SSD median age 29; stage mixed,Abstract and Results SSD; do not transfer BD-specific subdivisions,SSD diagnosis only; abstract reports mediodorsal and pulvinar aggregates; does not justify importing BD-specific subdivisions.
S08_MDl,S08,mediodorsal/pulvinar,bilateral,diagnostic group,Bayesian segmentation of 25 thalamic nuclei from T1 MRI,lower,significant_volume_difference_qualitative,,,,effect/CI not extracted from accessible abstract,334 SSD;322 bipolar;826 controls; SSD results retained,mixed; medication associations explored,SSD median age 29; stage mixed,Abstract and Results SSD; do not transfer BD-specific subdivisions,SSD diagnosis only; abstract reports mediodorsal and pulvinar aggregates; does not justify importing BD-specific subdivisions.
S08_LGN,S08,LGN,bilateral,diagnostic group,Bayesian segmentation of 25 thalamic nuclei from T1 MRI,lower,significant_volume_difference_qualitative,,,,effect/CI not extracted from accessible abstract,334 SSD;322 bipolar;826 controls; SSD results retained,mixed; medication associations explored,SSD median age 29; stage mixed,Abstract and Results SSD; do not transfer BD-specific subdivisions,SSD diagnosis only; abstract reports mediodorsal and pulvinar aggregates; does not justify importing BD-specific subdivisions.
S08_MGN,S08,MGN,bilateral,diagnostic group,Bayesian segmentation of 25 thalamic nuclei from T1 MRI,lower,significant_volume_difference_qualitative,,,,effect/CI not extracted from accessible abstract,334 SSD;322 bipolar;826 controls; SSD results retained,mixed; medication associations explored,SSD median age 29; stage mixed,Abstract and Results SSD; do not transfer BD-specific subdivisions,SSD diagnosis only; abstract reports mediodorsal and pulvinar aggregates; does not justify importing BD-specific subdivisions.
S08_PuI,S08,mediodorsal/pulvinar,bilateral,diagnostic group,Bayesian segmentation of 25 thalamic nuclei from T1 MRI,lower,significant_volume_difference_qualitative,,,,effect/CI not extracted from accessible abstract,334 SSD;322 bipolar;826 controls; SSD results retained,mixed; medication associations explored,SSD median age 29; stage mixed,Abstract and Results SSD; do not transfer BD-specific subdivisions,SSD diagnosis only; abstract reports mediodorsal and pulvinar aggregates; does not justify importing BD-specific subdivisions.
S08_PuM,S08,mediodorsal/pulvinar,bilateral,diagnostic group,Bayesian segmentation of 25 thalamic nuclei from T1 MRI,lower,significant_volume_difference_qualitative,,,,effect/CI not extracted from accessible abstract,334 SSD;322 bipolar;826 controls; SSD results retained,mixed; medication associations explored,SSD median age 29; stage mixed,Abstract and Results SSD; do not transfer BD-specific subdivisions,SSD diagnosis only; abstract reports mediodorsal and pulvinar aggregates; does not justify importing BD-specific subdivisions.
S08_PuA,S08,mediodorsal/pulvinar,bilateral,diagnostic group,Bayesian segmentation of 25 thalamic nuclei from T1 MRI,lower,significant_volume_difference_qualitative,,,,effect/CI not extracted from accessible abstract,334 SSD;322 bipolar;826 controls; SSD results retained,mixed; medication associations explored,SSD median age 29; stage mixed,Abstract and Results SSD; do not transfer BD-specific subdivisions,SSD diagnosis only; abstract reports mediodorsal and pulvinar aggregates; does not justify importing BD-specific subdivisions.
S08_PuL,S08,mediodorsal/pulvinar,bilateral,diagnostic group,Bayesian segmentation of 25 thalamic nuclei from T1 MRI,lower,significant_volume_difference_qualitative,,,,effect/CI not extracted from accessible abstract,334 SSD;322 bipolar;826 controls; SSD results retained,mixed; medication associations explored,SSD median age 29; stage mixed,Abstract and Results SSD; do not transfer BD-specific subdivisions,SSD diagnosis only; abstract reports mediodorsal and pulvinar aggregates; does not justify importing BD-specific subdivisions.
S10_anterior,S10,anterior subdivision,bilateral,diagnostic group,seven thalamic volume subdivisions and separate cortical covariance measures,lower,meta_analysis_qualitative,,,,qFDR<.05 for five named significant groups; no inferred numerical d,1531 schizophrenia;257 familial high risk;3409 controls,mixed; not medication causal contrast,mixed; familial high risk kept separate,Abstract; local thalamic alterations; supplementary regional effects,Exact seven-group composition must be checked against the supplement; whole-subdivision findings do not establish every member nucleus.
S10_lateral,S10,lateral subdivision,bilateral,diagnostic group,seven thalamic volume subdivisions and separate cortical covariance measures,not_reported_as_significant,meta_analysis_qualitative,,,,qFDR<.05 for five named significant groups; no inferred numerical d,1531 schizophrenia;257 familial high risk;3409 controls,mixed; not medication causal contrast,mixed; familial high risk kept separate,Abstract; local thalamic alterations; supplementary regional effects,Exact seven-group composition must be checked against the supplement; whole-subdivision findings do not establish every member nucleus.
S10_ventral,S10,ventral subdivision,bilateral,diagnostic group,seven thalamic volume subdivisions and separate cortical covariance measures,lower,meta_analysis_qualitative,,,,qFDR<.05 for five named significant groups; no inferred numerical d,1531 schizophrenia;257 familial high risk;3409 controls,mixed; not medication causal contrast,mixed; familial high risk kept separate,Abstract; local thalamic alterations; supplementary regional effects,Exact seven-group composition must be checked against the supplement; whole-subdivision findings do not establish every member nucleus.
S10_intralaminar,S10,intralaminar subdivision,bilateral,diagnostic group,seven thalamic volume subdivisions and separate cortical covariance measures,not_reported_as_significant,meta_analysis_qualitative,,,,qFDR<.05 for five named significant groups; no inferred numerical d,1531 schizophrenia;257 familial high risk;3409 controls,mixed; not medication causal contrast,mixed; familial high risk kept separate,Abstract; local thalamic alterations; supplementary regional effects,Exact seven-group composition must be checked against the supplement; whole-subdivision findings do not establish every member nucleus.
S10_medial,S10,medial subdivision,bilateral,diagnostic group,seven thalamic volume subdivisions and separate cortical covariance measures,lower,meta_analysis_qualitative,,,,qFDR<.05 for five named significant groups; no inferred numerical d,1531 schizophrenia;257 familial high risk;3409 controls,mixed; not medication causal contrast,mixed; familial high risk kept separate,Abstract; local thalamic alterations; supplementary regional effects,Exact seven-group composition must be checked against the supplement; whole-subdivision findings do not establish every member nucleus.
S10_pulvinar,S10,pulvinar subdivision,bilateral,diagnostic group,seven thalamic volume subdivisions and separate cortical covariance measures,lower,meta_analysis_qualitative,,,,qFDR<.05 for five named significant groups; no inferred numerical d,1531 schizophrenia;257 familial high risk;3409 controls,mixed; not medication causal contrast,mixed; familial high risk kept separate,Abstract; local thalamic alterations; supplementary regional effects,Exact seven-group composition must be checked against the supplement; whole-subdivision findings do not establish every member nucleus.
S10_posterior,S10,posterior subdivision,bilateral,diagnostic group,seven thalamic volume subdivisions and separate cortical covariance measures,lower,meta_analysis_qualitative,,,,qFDR<.05 for five named significant groups; no inferred numerical d,1531 schizophrenia;257 familial high risk;3409 controls,mixed; not medication causal contrast,mixed; familial high risk kept separate,Abstract; local thalamic alterations; supplementary regional effects,Exact seven-group composition must be checked against the supplement; whole-subdivision findings do not establish every member nucleus.
S07_BrainStem,S07,whole brainstem,bilateral,diagnostic group,MRI segmented subcortical and brainstem volume,lower,case_control_F,8.39,,,p=.004;volume d/CI not extracted,98 first-episode psychosis;92 controls; diagnosis broader than schizophrenia,antipsychotic naive at imaging,first episode,Results case-control raw regional volumes,Antipsychotic-naive FEP rather than a schizophrenia-only diagnosis; whole brainstem cannot localize constituent nuclei.
S11_Red_N,S11,Red_N,bilateral,diagnostic group,QSM-defined atlas VOI volume from T1 and separate susceptibility; bilateral averaged,no_detected_difference,three_group_omnibus_p,0.14,,,FDRq=.3;not a SCZ-HC pairwise p,24 schizophrenia;49 MDD;50 controls,medication recorded; no randomized exposure,mixed clinical sample,Table 3; Methods imaging; corrected group tests,Table3 HC185(17);SCZ177(15)mm3. Descriptive means not converted to adjusted d; no confident directional claim.
S11_SN,S11,SN,bilateral,diagnostic group,QSM-defined atlas VOI volume from T1 and separate susceptibility; bilateral averaged,no_detected_difference,three_group_omnibus_p,0.2,,,FDRq=.3;not a SCZ-HC pairwise p,24 schizophrenia;49 MDD;50 controls,medication recorded; no randomized exposure,mixed clinical sample,Table 3; Methods imaging; corrected group tests,Table3 HC480(45);SCZ461(39)mm3. Descriptive means not converted to adjusted d; no confident directional claim.
S12_SN,S12,whole substantia nigra,bilateral,diagnostic group,QSM/R2* and manually delineated regional volumes are separate endpoints,higher,regional_volume_qualitative,,,,,30 first-episode schizophrenia;30 matched controls,do not infer naive from first episode,first episode,Table 3 regional volumes; abstract/highlights,"Bilateral regional volume increase in FES; QSM decreases are a different endpoint, not contradictory GM volume evidence."
S12_Putamen,S12,putamen,bilateral,diagnostic group,QSM/R2* and manually delineated regional volumes are separate endpoints,higher,regional_volume_qualitative,,,,,30 first-episode schizophrenia;30 matched controls,do not infer naive from first episode,first episode,Table 3 regional volumes; abstract/highlights,"Bilateral volume increase in FES; small study, not the ENIGMA all-stage average."
S14_LC,S14,whole locus coeruleus,bilateral,diagnostic group,whole LC histological volume and cell morphology,no_detected_difference,qualitative,,,,trend toward lower volume; no significant group difference,15 leucotomized schizophrenia;11 leucotomized non-SCZ;13 normative,most schizophrenia deaths pre-neuroleptic era; leucotomy confounding,historical postmortem; age 11-94 across sample,Abstract,Postmortem leucotomized historical cohort; no usable in-vivo MRI scalar.
S13_LC_cells,S13,LC pigmented neuronal cell body,bilateral,diagnostic group,pigmented-neuron perikaryon volume and neuron count; not nucleus MRI volume,higher,percent_larger_mean_cell_volume,55,,,p=.009;neuron number p=.64,chronic schizophrenia and control brains,historical exposure; fixation times differ,chronic/postmortem,Abstract,Cell bodies 58400 vs37600microm3; NOT LC nucleus volume.
S15_raphe,S15,midbrain raphe aggregate,bilateral,diagnostic group,semiquantitative brainstem raphe echogenicity; not MRI volume,no_detected_difference,hypoechogenicity_group_p,0.06,,,23/30 cases vs15/30controls; p=.06,30 schizophrenia;30 controls,not established in extracted abstract,clinical schizophrenia,Abstract Results,Sonography cannot identify dorsal-versus-median nucleus GM volume. The paper calls this marginal; it does not pass .05.
S19_midbrain,S19,midbrain / VTA-adjacent territory,bilateral,diagnostic group,"DBM Jacobian, VBM, DTI analyzed separately",higher_DBM_but_no_VBM_difference,multimodal_qualitative,,,,DBM q<.05;standard VBM not significant,123 early psychosis;53 T1 controls (56 diffusion controls),97 with lifetime exposure;26 without; not naive cohort,within5 years; affective and nonaffective psychosis,Results DBM/VBM; Figures1-4; Methods,Early psychosis mixture; DBM Jacobian expansion and DTI abnormalities do not establish AAL3 nucleus GM means.
S20_olfactory,S20,bilateral olfactory cortex,bilateral,diagnostic group,SPM8 DARTEL modulated GM volume maps;8mm smoothing,lower,VBM_cluster_T,5.682,,,right peak;FWEp<.017,65 schizophrenia;65 bipolar;65 controls; SCZ comparisons retained,clinically stable and unchanged medication >=3months,duration>1year,Table2; Results3.2; S1 regional table,"RightMNI27,8,-14;398mm3 cluster. Bilateral territory in Results3.2; not identical AAL3 parcel boundaries."
S21_olfactory_sulcus,S21,right olfactory and H-shaped orbital sulci,bilateral,persistent auditory verbal hallucination chronic SCZ,right olfactory/medial orbital sulcus cortical thickness,lower,qualitative,,,,Bonferronip<.003,chronic schizophrenia with/without persistent AVH and controls,clinical sample; medication confounding retained,chronic; pAVH subtype,Abstract Study Results,Sulcal cortical thickness; not olfactory cortex GM volume.
S18_pallidal_treatment,S18,right pallidal GM cluster,bilateral,randomized FEP treatment;baseline-to3months,VBM pallidal GM volume cluster; treatment-time interaction,treatment_increase_placebo_decrease,qualitative,,,,groupxtimeFWEp<.05,62 initially naive FEP;27 controls,risperidone/paliperidone versus placebo; both psychosocial therapy,baseline to3-month primary;12-month secondary,Abstract; Figure 3 right pallidum,Treatment contrast is separate from diagnostic effect; not a general biological increase coefficient.
S17_subtype2,S17,basal ganglia,bilateral,data-derived anatomical subtype2,regional GM/WM/CSF volume; data-derived subtype associations,higher,qualitative,,,,,307 schizophrenia;364 controls,subtype difference not explained by recorded dose; not randomized,established illness,Abstract; Figures 2 and 5; Discussion,"Pallidum,putamen,and parts of caudate larger; other brain volumes approximately preserved. Sample subtype proportions are not universal prevalence parameters."
S05_lobule_Right_X,S05,Right_X,Right,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.28,-0.39,-0.18,I2=28.23%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Left_X,S05,Left_X,Left,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.28,-0.39,-0.17,I2=32.66%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Left_Crus_I,S05,Left_Crus_I,Left,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.27,-0.36,-0.19,I2=0.01%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Vermis_IX,S05,Vermis_IX,Vermis,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.27,-0.38,-0.17,I2=30.2%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Left_VI,S05,Left_VI,Left,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.27,-0.35,-0.18,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Right_VI,S05,Right_VI,Right,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.27,-0.35,-0.18,I2=0.02%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Right_Crus_I,S05,Right_Crus_I,Right,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.25,-0.34,-0.17,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Left_IX,S05,Left_IX,Left,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.25,-0.33,-0.16,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Right_Crus_II,S05,Right_Crus_II,Right,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.24,-0.38,-0.1,I2=56.8%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Left_Crus_II,S05,Left_Crus_II,Left,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.24,-0.33,-0.15,I2=1.51%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Right_VIIb,S05,Right_VIIb,Right,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.23,-0.32,-0.13,I2=14.8%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Right_IX,S05,Right_IX,Right,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.21,-0.32,-0.1,I2=33.31%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Vermis_VI,S05,Vermis_VI,Vermis,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.21,-0.29,-0.12,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Left_VIIIb,S05,Left_VIIIb,Left,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.2,-0.31,-0.1,I2=21.8%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Vermis_VIIIb,S05,Vermis_VIIIb,Vermis,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.2,-0.28,-0.11,I2=0.02%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Left_VIIb,S05,Left_VIIb,Left,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.18,-0.28,-0.08,I2=20.63%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Left_VIIIa,S05,Left_VIIIa,Left,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.17,-0.29,-0.04,I2=47.51%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Vermis_X,S05,Vermis_X,Vermis,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.16,-0.25,-0.08,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Right_VIIIa,S05,Right_VIIIa,Right,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.15,-0.25,-0.05,I2=18%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Vermis_VIIIa,S05,Vermis_VIIIa,Vermis,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.15,-0.23,-0.06,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Vermis_VIIb,S05,Vermis_VIIb,Vermis,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.14,-0.23,-0.06,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Vermis_Crus_II,S05,Vermis_Crus_II,Vermis,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.14,-0.22,-0.05,I2=2.35%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Right_VIIIb,S05,Right_VIIIb,Right,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.13,-0.22,-0.05,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Right_V,S05,Right_V,Right,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.12,-0.2,-0.03,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Left_V,S05,Left_V,Left,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",lower,Cohen_d,-0.11,-0.2,-0.03,I2=0.02%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Left_I_IV,S05,Left_I_IV,Left,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",CI_includes_zero,Cohen_d,-0.08,-0.16,0.01,I2=0.01%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Right_I_IV,S05,Right_I_IV,Right,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",CI_includes_zero,Cohen_d,-0.04,-0.12,0.05,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S05_lobule_Vermis_Crus_I,S05,Vermis_Crus_I,Vermis,diagnostic group,"SUIT native cerebellar GM volumes, functional parcels and VBM",CI_includes_zero,Cohen_d,0,-0.08,0.09,I2=0%; CI transcribed from published image; study Bonferroni threshold .00064,983 schizophrenia spectrum;1349 controls,mixed; medication status covariate/moderator,age 16-66; cross-sectional,Supplementary Figure2; DOCX word/media/image3.png,"Published rounded labels, not digitized plot coordinates; CI exclusion of zero is not the Bonferroni decision."
S22_anterior_without_whole_adjustment,S22,anterior group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,no_positive_claim_from_text,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2a,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S22_anterior_whole_adjusted,S22,anterior group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,no_positive_claim_from_text,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2b,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S22_lateral_without_whole_adjustment,S22,lateral group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,lower,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2a,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S22_lateral_whole_adjusted,S22,lateral group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,lower,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2b,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
