column_index,label_id,feature_name,atlas,disease,coverage_status,evidence_consistency,association_count,reference_ids,search_scope,search_alias,coverage_limit
52,55,Occipital_Mid_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Mid L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
52,55,Occipital_Mid_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Mid L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
53,56,Occipital_Mid_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Mid R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
53,56,Occipital_Mid_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Mid R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
54,57,Occipital_Inf_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Inf L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
54,57,Occipital_Inf_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Inf L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
55,58,Occipital_Inf_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Inf R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
55,58,Occipital_Inf_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Occipital Inf R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
56,59,Fusiform_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Fusiform L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
56,59,Fusiform_L,AAL3,MCI,direct,see_individual_associations,4,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Fusiform L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
57,60,Fusiform_R,AAL3,AD,direct,see_individual_associations,4,Kang2024;Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Fusiform R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
57,60,Fusiform_R,AAL3,MCI,direct,see_individual_associations,4,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Fusiform R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
58,61,Postcentral_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Postcentral L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
58,61,Postcentral_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Postcentral L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
59,62,Postcentral_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Postcentral R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
59,62,Postcentral_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Postcentral R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
60,63,Parietal_Sup_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Parietal Sup L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
60,63,Parietal_Sup_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Parietal Sup L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
61,64,Parietal_Sup_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Parietal Sup R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
61,64,Parietal_Sup_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Parietal Sup R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
62,65,Parietal_Inf_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Parietal Inf L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
62,65,Parietal_Inf_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,2,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Parietal Inf L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
63,66,Parietal_Inf_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Parietal Inf R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
63,66,Parietal_Inf_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,2,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Parietal Inf R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
64,67,SupraMarginal_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SupraMarginal L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
64,67,SupraMarginal_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SupraMarginal L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
65,68,SupraMarginal_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SupraMarginal R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
65,68,SupraMarginal_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",SupraMarginal R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
66,69,Angular_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Angular L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
66,69,Angular_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Angular L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
67,70,Angular_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Angular R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
67,70,Angular_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Angular R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
68,71,Precuneus_L,AAL3,AD,direct,see_individual_associations,2,Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Precuneus L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
68,71,Precuneus_L,AAL3,MCI,direct,see_individual_associations,2,Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Precuneus L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
69,72,Precuneus_R,AAL3,AD,direct,see_individual_associations,2,Ledig2018;Wang2015,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Precuneus R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
69,72,Precuneus_R,AAL3,MCI,direct,see_individual_associations,2,Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Precuneus R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
70,73,Paracentral_Lobule_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Paracentral Lobule L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
70,73,Paracentral_Lobule_L,AAL3,MCI,parent_region_extrapolation,conflicting_directions,3,Frontal2026;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Paracentral Lobule L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
71,74,Paracentral_Lobule_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Frontal2026;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Paracentral Lobule R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
71,74,Paracentral_Lobule_R,AAL3,MCI,parent_region_extrapolation,conflicting_directions,3,Frontal2026;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Paracentral Lobule R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
72,75,Caudate_L,AAL3,AD,parent_region_extrapolation,conflicting_directions,3,Fjell2010;Ledig2018;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Caudate L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
72,75,Caudate_L,AAL3,MCI,direct,conflicting_directions,4,Fjell2010;Ledig2018;MCI2016;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Caudate L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
73,76,Caudate_R,AAL3,AD,parent_region_extrapolation,conflicting_directions,3,Fjell2010;Ledig2018;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Caudate R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
73,76,Caudate_R,AAL3,MCI,direct,conflicting_directions,4,Fjell2010;Ledig2018;MCI2016;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Caudate R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
74,77,Putamen_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Fjell2010;Ledig2018;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Putamen L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
74,77,Putamen_L,AAL3,MCI,direct,mixed_significance_or_measurement,5,Fjell2010;Ledig2018;MCI2016;MCI2023;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Putamen L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
75,78,Putamen_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,3,Fjell2010;Ledig2018;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Putamen R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
75,78,Putamen_R,AAL3,MCI,direct,mixed_significance_or_measurement,5,Fjell2010;Ledig2018;MCI2016;MCI2023;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Putamen R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
76,79,Pallidum_L,AAL3,AD,parent_region_extrapolation,conflicting_directions,3,Fjell2010;Ledig2018;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Pallidum L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
76,79,Pallidum_L,AAL3,MCI,direct,conflicting_directions,4,Fjell2010;Ledig2018;MCI2016;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Pallidum L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
77,80,Pallidum_R,AAL3,AD,parent_region_extrapolation,conflicting_directions,3,Fjell2010;Ledig2018;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Pallidum R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
77,80,Pallidum_R,AAL3,MCI,direct,conflicting_directions,4,Fjell2010;Ledig2018;MCI2016;Yi2016,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Pallidum R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
78,83,Heschl_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Heschl L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
78,83,Heschl_L,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Heschl L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
79,84,Heschl_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Heschl R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
79,84,Heschl_R,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Heschl R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
80,85,Temporal_Sup_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Sup L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
80,85,Temporal_Sup_L,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Sup L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
81,86,Temporal_Sup_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Sup R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
81,86,Temporal_Sup_R,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Sup R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
82,87,Temporal_Pole_Sup_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Pole Sup L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
82,87,Temporal_Pole_Sup_L,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Pole Sup L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
83,88,Temporal_Pole_Sup_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Pole Sup R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
83,88,Temporal_Pole_Sup_R,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Pole Sup R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
84,89,Temporal_Mid_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Mid L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
84,89,Temporal_Mid_L,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Mid L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
85,90,Temporal_Mid_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Mid R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
85,90,Temporal_Mid_R,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Mid R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
