phenotype,field_id,description,unit,relationship,direct_process_coefficients,shared_liability_coefficients,background_traits,rule
I9_STR_SAH,31,Gender,binary code,indirect,none,none explicitly shared,male female menopause,No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used.
I9_STR_SAH,709,Number in household,persons,indirect,none,age=0.95,age,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,4079,"Diastolic blood pressure, automated reading",mmHg,indirect,none,age=0.95; vascular=0.7,age bmi vascular,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,4080,"Systolic blood pressure, automated reading",mmHg,direct,management:sbp=-5,age=0.95; vascular=0.7,age bmi vascular,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,102,"Pulse rate, automated reading",bpm,direct,effect:mobility=-1,age=0.95; smoke=0.4,age bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,48,Waist circumference,cm,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,21002,Weight,kg,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,21001,Body mass index (BMI),kg/m^2,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,50,Standing height,cm,indirect,none,age=0.95,age male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,23116,Leg fat mass (left),kg,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,23112,Leg fat mass (right),kg,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,23124,Arm fat mass (left),kg,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,23120,Arm fat mass (right),kg,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,23128,Trunk fat mass,kg,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,23099,Body fat percentage,%,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,23100,Whole body fat mass,kg,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,23101,Whole body fat-free mass,kg,indirect,none,age=0.95,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,23102,Whole body water mass,kg,indirect,none,age=0.95,age bmi male female renal,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,874,Duration of walks,minutes/day,direct,effect:mobility=-1,age=0.95,age bmi,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,864,Number of days/week walked 10+ minutes,days/week,direct,effect:mobility=-1,age=0.95,age bmi,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,20116,Smoking status,category code,direct,recognized-diagnosis cessation hazard=0.035; additional cardiopulmonary cessation hazard=0.20,age=0.95; smoke=0.4,age smoke male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,1239,Current tobacco smoking,category code,direct,recognized-diagnosis cessation hazard=0.035; additional cardiopulmonary cessation hazard=0.20,age=0.95; smoke=0.4,age smoke male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,20117,Alcohol drinker status,category code,direct,recognized-diagnosis drinking cessation hazard=0.045,age=0.95,age male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30030,Haematocrit percentage,%,indirect,none,age=0.95,age renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30020,Haemoglobin concentration,g/dL,indirect,none,age=0.95,age renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30050,Mean corpuscular haemoglobin,pg,neutral,none,none explicitly shared,male female menopause,"No disease-specific cellular-index coefficient is assigned. Conditional neutrality is after sex, iron status, alcohol and shared background; marginal associations remain possible. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30060,Mean corpuscular haemoglobin concentration,g/dL,neutral,none,none explicitly shared,male female menopause,"No disease-specific cellular-index coefficient is assigned. Conditional neutrality is after sex, iron status, alcohol and shared background; marginal associations remain possible. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30040,Mean corpuscular volume,fL,indirect,none,none explicitly shared,male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30080,Platelet count,10^9 cells/L,direct,effect:inflammation=0.15,age=0.95; smoke=0.4,age male female menopause bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30010,Red blood cell (erythrocyte) count,10^12 cells/L,indirect,none,age=0.95,age renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30000,White blood cell (leukocyte) count,10^9 cells/L,direct,effect:inflammation=0.15,smoke=0.4,bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30620,Alanine aminotransferase,U/L,direct,effect:inflammation=0.15,smoke=0.4,bmi male female smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30650,Aspartate aminotransferase,U/L,direct,effect:inflammation=0.15,smoke=0.4,bmi male female smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30710,C-reactive protein,mg/L,direct,effect:inflammation=0.15,age=0.95; smoke=0.4,age bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30690,Cholesterol,mmol/L,direct,management:ldl=-0.38,age=0.95; insulin=0.3,age bmi lipid insulin male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30700,Creatinine,umol/L,indirect,none,age=0.95,age renal bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30740,Glucose,mmol/L,indirect,none,age=0.95; insulin=0.3,age bmi insulin,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30750,Glycated haemoglobin (HbA1c),mmol/mol,indirect,none,age=0.95; insulin=0.3,age bmi insulin renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30760,HDL cholesterol,mmol/L,indirect,none,none explicitly shared,bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30780,LDL direct,mmol/L,direct,management:ldl=-0.38,age=0.95,age bmi lipid,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30870,Triglycerides,mmol/L,indirect,none,insulin=0.3,bmi insulin lipid male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30880,Urate,umol/L,indirect,none,age=0.95,age renal bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_STR_SAH,30670,Urea,mmol/L,indirect,none,age=0.95,age renal male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,21022,Age at recruitment,years,indirect,none,age=0.8,age,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,31,Gender,binary code,indirect,none,male=0.35,male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,709,Number in household,persons,indirect,none,age=0.8,age,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,4079,"Diastolic blood pressure, automated reading",mmHg,indirect,none,age=0.8; vascular=0.6,age bmi vascular,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,4080,"Systolic blood pressure, automated reading",mmHg,direct,management:sbp=-4,age=0.8; vascular=0.6,age bmi vascular,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,102,"Pulse rate, automated reading",bpm,direct,effect:mobility=-0.65; effect:pulse=1; management:pulse=-6,age=0.8; smoke=0.5,age bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,48,Waist circumference,cm,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,21002,Weight,kg,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,21001,Body mass index (BMI),kg/m^2,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,50,Standing height,cm,indirect,none,age=0.8; male=0.35,age male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,23116,Leg fat mass (left),kg,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,23112,Leg fat mass (right),kg,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,23124,Arm fat mass (left),kg,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,23120,Arm fat mass (right),kg,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,23128,Trunk fat mass,kg,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,23099,Body fat percentage,%,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,23100,Whole body fat mass,kg,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,23101,Whole body fat-free mass,kg,indirect,none,age=0.8; male=0.35,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,23102,Whole body water mass,kg,indirect,none,age=0.8; male=0.35,age bmi male female renal,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,874,Duration of walks,minutes/day,direct,effect:mobility=-0.65,age=0.8,age bmi,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,864,Number of days/week walked 10+ minutes,days/week,direct,effect:mobility=-0.65,age=0.8,age bmi,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,20116,Smoking status,category code,direct,recognized-diagnosis cessation hazard=0.035; additional cardiopulmonary cessation hazard=0.20,age=0.8; smoke=0.5; male=0.35,age smoke male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,1239,Current tobacco smoking,category code,direct,recognized-diagnosis cessation hazard=0.035; additional cardiopulmonary cessation hazard=0.20,age=0.8; smoke=0.5; male=0.35,age smoke male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,20117,Alcohol drinker status,category code,direct,recognized-diagnosis drinking cessation hazard=0.045,age=0.8; male=0.35,age male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,30030,Haematocrit percentage,%,indirect,none,age=0.8; male=0.35,age renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,30020,Haemoglobin concentration,g/dL,indirect,none,age=0.8; male=0.35,age renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,30050,Mean corpuscular haemoglobin,pg,neutral,none,male=0.35,male female menopause,"No disease-specific cellular-index coefficient is assigned. Conditional neutrality is after sex, iron status, alcohol and shared background; marginal associations remain possible. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,30060,Mean corpuscular haemoglobin concentration,g/dL,neutral,none,male=0.35,male female menopause,"No disease-specific cellular-index coefficient is assigned. Conditional neutrality is after sex, iron status, alcohol and shared background; marginal associations remain possible. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,30040,Mean corpuscular volume,fL,indirect,none,male=0.35,male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,30080,Platelet count,10^9 cells/L,direct,effect:inflammation=0.2,age=0.8; smoke=0.5; male=0.35,age male female menopause bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
I9_ISCHHEART,30010,Red blood cell (erythrocyte) count,10^12 cells/L,indirect,none,age=0.8; male=0.35,age renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
