Field_ID,Category,Detail_Category,Description,Participants_N,Notes,Variable_Type,Observed_Min,Observed_P01,Observed_Median,Observed_P99,Observed_Max,Observed_Integer_Only,Observed_Allowed_Values,Unit,Unit_Source,Recommended_Data_Type,Recommended_Hard_Min,Recommended_Hard_Max,Recommended_Allowed_Values,Recommended_Missing_Rate,Observed_Decimal_Places_P95,Recommended_Decimal_Places,Suggested_Marginal_Distribution,Generation_Constraint
30030,Blood count,Blood count,Haematocrit percentage,,,,7.7,32.7,41.05,49.3316,56.11,FALSE,,%,schema Prompts,continuous_numeric,7.7,56.11,,0.0471,2,2,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [7.7, 56.11]; central 98% [32.7, 49.3316]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30020,Blood count,Blood count,Haemoglobin concentration,,,,2.4,11.2056,14.16,17.02,19,FALSE,,g/dL,schema Prompts,continuous_numeric,2.4,19,,0.0471,2,2,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [2.4, 19]; central 98% [11.2056, 17.02]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30300,Blood count,Blood count,High light scatter reticulocyte count,,,,0,0.004,0.016,0.047,0.284,FALSE,,10^12 cells/L,schema Prompts,continuous_numeric,0,0.284,,0.0652,3,3,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0, 0.284]; central 98% [0.004, 0.047]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30290,Blood count,Blood count,High light scatter reticulocyte percentage,,,,0.006,0.092,0.357,1.03,6.578,FALSE,,%,schema Prompts,continuous_numeric,0.006,6.578,,0.0652,3,3,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0.006, 6.578]; central 98% [0.092, 1.03]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30280,Blood count,Blood count,Immature reticulocyte fraction,,,,0.015,0.15,0.29,0.43906,0.619,FALSE,,ratio,schema Prompts,continuous_numeric,0.015,0.619,,0.0652,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [0.015, 0.619]; central 98% [0.15, 0.43906]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30120,Blood count,Blood count,Lymphocyte count,,,,0,0.8,1.89,3.72,16.9,FALSE,,10^9 cells/L,schema Prompts,continuous_numeric,0,16.9,,0.0489,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0, 16.9]; central 98% [0.8, 3.72]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30180,Blood count,Blood count,Lymphocyte percentage,,,,1.9,12.463,28.59,47.8,76.9,FALSE,,%,schema Prompts,continuous_numeric,1.9,76.9,,0.0489,2,2,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [1.9, 76.9]; central 98% [12.463, 47.8]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30050,Blood count,Blood count,Mean corpuscular haemoglobin,,,,18.65,26.4484,31.5,35.5144,87.51,FALSE,,pg,schema Prompts,continuous_numeric,18.65,87.51,,0.0471,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [18.65, 87.51]; central 98% [26.4484, 35.5144]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30060,Blood count,Blood count,Mean corpuscular haemoglobin concentration,,,,23.08,32.4,34.45,36.9,87.64,FALSE,,g/dL,schema Prompts,continuous_numeric,23.08,87.64,,0.0471,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [23.08, 87.64]; central 98% [32.4, 36.9]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30040,Blood count,Blood count,Mean corpuscular volume,,,,59.3,79.3,91.25,101.5,120.2,FALSE,,fL,schema Prompts,continuous_numeric,59.3,120.2,,0.0471,2,2,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [59.3, 120.2]; central 98% [79.3, 101.5]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30100,Blood count,Blood count,Mean platelet (thrombocyte) volume,,,,6.2,7.3,9.2,12.4672,16.1,FALSE,,fL,schema Prompts,continuous_numeric,6.2,16.1,,0.0471,2,2,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [6.2, 16.1]; central 98% [7.3, 12.4672]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30260,Blood count,Blood count,Mean reticulocyte volume,,,,54.23,84.9535,105.84,124.1512,157.4,FALSE,,fL,schema Prompts,continuous_numeric,54.23,157.4,,0.0652,2,2,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [54.23, 157.4]; central 98% [84.9535, 124.151]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30270,Blood count,Blood count,Mean sphered cell volume,,,,49.93,71.1994,82.7,96.6,119.5,FALSE,,fL,schema Prompts,continuous_numeric,49.93,119.5,,0.0652,2,2,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [49.93, 119.5]; central 98% [71.1994, 96.6]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30130,Blood count,Blood count,Monocyte count,,,,0,0.171,0.45,1,16.51,FALSE,,10^9 cells/L,schema Prompts,continuous_numeric,0,16.51,,0.0489,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0, 16.51]; central 98% [0.171, 1]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30190,Blood count,Blood count,Monocyte percentage,,,,0.13,2.404,6.82,13.576,88.2,FALSE,,%,schema Prompts,continuous_numeric,0.13,88.2,,0.0489,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0.13, 88.2]; central 98% [2.404, 13.576]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30140,Blood count,Blood count,Neutrophill count,,,,0.08,1.74,4.01,8.7,14.9,FALSE,,10^9 cells/L,schema Prompts,continuous_numeric,0.08,14.9,,0.0489,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0.08, 14.9]; central 98% [1.74, 8.7]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30200,Blood count,Blood count,Neutrophill percentage,,,,1.23,39.48,61.2,79.79,96.7,FALSE,,%,schema Prompts,continuous_numeric,1.23,96.7,,0.0489,1,1,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [1.23, 96.7]; central 98% [39.48, 79.79]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30170,Blood count,Blood count,Nucleated red blood cell count,,,,0,0,0,0,0.8,FALSE,,10^9 cells/L,schema Prompts,continuous_numeric,0,0.8,,0.0489,0,0,zero-inflated positive empirical/log-normal mixture,"Numeric values; sample envelope [0, 0.8]; central 98% [0, 0]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30230,Blood count,Blood count,Nucleated red blood cell percentage,,,,0,0,0,0,12.04,FALSE,,%,schema Prompts,continuous_numeric,0,12.04,,0.0489,0,0,zero-inflated positive empirical/log-normal mixture,"Numeric values; sample envelope [0, 12.04]; central 98% [0, 0]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30080,Blood count,Blood count,Platelet count,,,,13,127.856,247.9,416,674,FALSE,,10^9 cells/L,schema Prompts,continuous_numeric,13,674,,0.0471,1,1,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [13, 674]; central 98% [127.856, 416]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30090,Blood count,Blood count,Platelet crit,,,,0.011,0.129,0.229,0.368,0.579,FALSE,,%,schema Prompts,continuous_numeric,0.011,0.579,,0.0471,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [0.011, 0.579]; central 98% [0.129, 0.368]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30110,Blood count,Blood count,Platelet distribution width,,,,15.09,15.52,16.42,18.1,19.8,FALSE,,%,schema Prompts,continuous_numeric,15.09,19.8,,0.0471,2,2,bounded empirical quantile / transformed distribution,"Numeric values; sample envelope [15.09, 19.8]; central 98% [15.52, 18.1]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30010,Blood count,Blood count,Red blood cell (erythrocyte) count,,,,0.86,3.58056,4.504,5.52216,7.23,FALSE,,10^12 cells/L,schema Prompts,continuous_numeric,0.86,7.23,,0.0471,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [0.86, 7.23]; central 98% [3.58056, 5.52216]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30070,Blood count,Blood count,Red blood cell (erythrocyte) distribution width,,,,11.33,12,13.34,17,25.88,FALSE,,%,schema Prompts,continuous_numeric,11.33,25.88,,0.0471,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [11.33, 25.88]; central 98% [12, 17]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30250,Blood count,Blood count,Reticulocyte count,,,,0.003,0.019,0.057,0.132,1.959,FALSE,,10^12 cells/L,schema Prompts,continuous_numeric,0.003,1.959,,0.0652,3,3,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0.003, 1.959]; central 98% [0.019, 0.132]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30240,Blood count,Blood count,Reticulocyte percentage,,,,0.054,0.45,1.258,2.81053,45.417,FALSE,,%,schema Prompts,continuous_numeric,0.054,45.417,,0.0652,3,3,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0.054, 45.417]; central 98% [0.45, 2.81053]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30000,Blood count,Blood count,White blood cell (leukocyte) count,,,,1.2,3.7,6.65,12.4,23.15,FALSE,,10^9 cells/L,schema Prompts,continuous_numeric,1.2,23.15,,0.0471,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [1.2, 23.15]; central 98% [3.7, 12.4]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30620,Blood biochemistry,Blood biochemistry,Alanine aminotransferase,,,,3.77,8.0224,19.99,73.6442,384.73,FALSE,,U/L,schema Prompts,continuous_numeric,3.77,384.73,,0.0737,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [3.77, 384.73]; central 98% [8.0224, 73.6442]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30600,Blood biochemistry,Blood biochemistry,Albumin,,,,25.83,39.2232,45.235,51.5517,57.75,FALSE,,g/L,schema Prompts,continuous_numeric,25.83,57.75,,0.1516,2,2,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [25.83, 57.75]; central 98% [39.2232, 51.5517]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30610,Blood biochemistry,Blood biochemistry,Alkaline phosphatase,,,,19.3,41.6,80.3,156.16,384.3,FALSE,,U/L,schema Prompts,continuous_numeric,19.3,384.3,,0.0731,1,1,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [19.3, 384.3]; central 98% [41.6, 156.16]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30630,Blood biochemistry,Blood biochemistry,Apolipoprotein A,,,,0.771,1.03034,1.512,2.305,2.498,FALSE,,g/L,schema Prompts,continuous_numeric,0.771,2.498,,0.1565,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [0.771, 2.498]; central 98% [1.03034, 2.305]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30640,Blood biochemistry,Blood biochemistry,Apolipoprotein B,,,,0.412,0.55016,1.019,1.656,1.966,FALSE,,g/L,schema Prompts,continuous_numeric,0.412,1.966,,0.0783,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [0.412, 1.966]; central 98% [0.55016, 1.656]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30650,Blood biochemistry,Blood biochemistry,Aspartate aminotransferase,,,,8.2,15,24.3,58.069,459.9,FALSE,,U/L,schema Prompts,continuous_numeric,8.2,459.9,,0.0768,1,1,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [8.2, 459.9]; central 98% [15, 58.069]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30710,Blood biochemistry,Blood biochemistry,C-reactive protein,,,,0.08,0.16,1.33,21.7636,71.1,FALSE,,mg/L,schema Prompts,continuous_numeric,0.08,71.1,,0.0747,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0.08, 71.1]; central 98% [0.16, 21.7636]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30680,Blood biochemistry,Blood biochemistry,Calcium,,,,1.87,2.178,2.376,2.64369,3.452,FALSE,,mmol/L,schema Prompts,continuous_numeric,1.87,3.452,,0.1522,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [1.87, 3.452]; central 98% [2.178, 2.64369]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30690,Blood biochemistry,Blood biochemistry,Cholesterol,,,,2.324,3.2715,5.677,8.5487,10.427,FALSE,,mmol/L,schema Prompts,continuous_numeric,2.324,10.427,,0.0729,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [2.324, 10.427]; central 98% [3.2715, 8.5487]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30700,Blood biochemistry,Blood biochemistry,Creatinine,,,,10.8,45,70.6,117.2,819,FALSE,,umol/L,schema Prompts,continuous_numeric,10.8,819,,0.0737,1,1,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [10.8, 819]; central 98% [45, 117.2]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30720,Blood biochemistry,Blood biochemistry,Cystatin C,,,,0.295,0.639,0.883,1.39411,5.581,FALSE,,mg/L,schema Prompts,continuous_numeric,0.295,5.581,,0.0736,3,3,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0.295, 5.581]; central 98% [0.639, 1.39411]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30660,Blood biochemistry,Blood biochemistry,Direct bilirubin,,,,1,1.01,1.61,4.9449,20.42,FALSE,,umol/L,schema Prompts,continuous_numeric,1,20.42,,0.2148,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [1, 20.42]; central 98% [1.01, 4.9449]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30730,Blood biochemistry,Blood biochemistry,Gamma glutamyltransferase,,,,5.8,10.2,26.4,194.612,1092.9,FALSE,,U/L,schema Prompts,continuous_numeric,5.8,1092.9,,0.0733,1,1,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [5.8, 1092.9]; central 98% [10.2, 194.612]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30740,Blood biochemistry,Blood biochemistry,Glucose,,,,1.585,3.57544,4.929,10.39436,32.746,FALSE,,mmol/L,schema Prompts,continuous_numeric,1.585,32.746,,0.1527,3,3,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [1.585, 32.746]; central 98% [3.57544, 10.3944]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30750,Blood biochemistry,Blood biochemistry,Glycated haemoglobin (HbA1c),,,,15.6,25.9,35.3,63.65,126.6,FALSE,,mmol/mol,schema Prompts,continuous_numeric,15.6,126.6,,0.0749,1,1,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [15.6, 126.6]; central 98% [25.9, 63.65]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30760,Blood biochemistry,Blood biochemistry,HDL cholesterol,,,,0.569,0.776,1.403,2.5554,4.107,FALSE,,mmol/L,schema Prompts,continuous_numeric,0.569,4.107,,0.1519,3,3,bounded empirical quantile / transformed distribution,"Numeric values; sample envelope [0.569, 4.107]; central 98% [0.776, 2.5554]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30770,Blood biochemistry,Blood biochemistry,IGF-1,,,,3.559,9.809,21.287,35.91732,68.832,FALSE,,nmol/L,schema Prompts,continuous_numeric,3.559,68.832,,0.0783,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [3.559, 68.832]; central 98% [9.809, 35.9173]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30780,Blood biochemistry,Blood biochemistry,LDL direct,,,,1.128,1.793,3.5425,5.74451,7.418,FALSE,,mmol/L,schema Prompts,continuous_numeric,1.128,7.418,,0.075,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [1.128, 7.418]; central 98% [1.793, 5.74451]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30790,Blood biochemistry,Blood biochemistry,Lipoprotein A,,,,3.8,4,21.2,183.3,189,FALSE,,nmol/L,schema Prompts,continuous_numeric,3.8,189,,0.264,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [3.8, 189]; central 98% [4, 183.3]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30800,Blood biochemistry,Blood biochemistry,Oestradiol,,,,175,176.536,311.9,2086.54,12647.8,FALSE,,pmol/L,schema Prompts,continuous_numeric,175,12647.8,,0.8463,1,1,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [175, 12647.8]; central 98% [176.536, 2086.54]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30810,Blood biochemistry,Blood biochemistry,Phosphate,,,,0.425,0.765,1.161,1.53428,1.844,FALSE,,mmol/L,schema Prompts,continuous_numeric,0.425,1.844,,0.1527,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [0.425, 1.844]; central 98% [0.765, 1.53428]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30820,Blood biochemistry,Blood biochemistry,Rheumatoid factor,,,,10,10.1,17.25,104.591,118.6,FALSE,,IU/mL,schema Prompts,continuous_numeric,10,118.6,,0.919,1,1,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [10, 118.6]; central 98% [10.1, 104.591]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30830,Blood biochemistry,Blood biochemistry,SHBG,,,,0.47,13.0976,45.31,156.279,236.68,FALSE,,nmol/L,schema Prompts,continuous_numeric,0.47,236.68,,0.1605,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0.47, 236.68]; central 98% [13.0976, 156.279]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30850,Blood biochemistry,Blood biochemistry,Testosterone,,,,0.35,0.394,3.4655,20.83459,45.795,FALSE,,nmol/L,schema Prompts,continuous_numeric,0.35,45.795,,0.1636,3,3,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [0.35, 45.795]; central 98% [0.394, 20.8346]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30840,Blood biochemistry,Blood biochemistry,Total bilirubin,,,,2.16,3.8829,8.08,27.2742,68.14,FALSE,,umol/L,schema Prompts,continuous_numeric,2.16,68.14,,0.077,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [2.16, 68.14]; central 98% [3.8829, 27.2742]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30860,Blood biochemistry,Blood biochemistry,Total protein,,,,51.06,63.7807,72.33,83.2162,98.53,FALSE,,g/L,schema Prompts,continuous_numeric,51.06,98.53,,0.153,2,2,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [51.06, 98.53]; central 98% [63.7807, 83.2162]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30870,Blood biochemistry,Blood biochemistry,Triglycerides,,,,0.356,0.534,1.492,5.57724,10.969,FALSE,,mmol/L,schema Prompts,continuous_numeric,0.356,10.969,,0.0735,3,3,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [0.356, 10.969]; central 98% [0.534, 5.57724]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30880,Blood biochemistry,Blood biochemistry,Urate,,,,101.3,157.88,304.6,524.28,765.5,FALSE,,umol/L,schema Prompts,continuous_numeric,101.3,765.5,,0.0739,1,1,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [101.3, 765.5]; central 98% [157.88, 524.28]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30670,Blood biochemistry,Blood biochemistry,Urea,,,,1.48,2.82,5.27,9.3037,26.19,FALSE,,mmol/L,schema Prompts,continuous_numeric,1.48,26.19,,0.0736,2,2,bounded right-skewed empirical/log-normal/gamma,"Numeric values; sample envelope [1.48, 26.19]; central 98% [2.82, 9.3037]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
30890,Blood biochemistry,Blood biochemistry,Vitamin D,,,,10,12.8,46.6,103,169,FALSE,,nmol/L,schema Prompts,continuous_numeric,10,169,,0.116,1,1,bounded approximately normal / empirical quantile,"Numeric values; sample envelope [10, 169]; central 98% [12.8, 103]; use a bounded/long-tail marginal as indicated; do not extrapolate beyond the sample envelope without a formal codebook."
